geneid,entrezid,genesymbol,mouseortholog,genedescription,uniprotid,mitopathway,mitocartascore,targetpscore,hg19chr,inmitocarta,subcellularlocation,Loc
96794,51179,HAO2,56185.0,hydroxyacid oxidase 2,Q9NYQ3,Metabolism > Lipid metabolism,14.2925,,chr1,True,Peroxisome,NUC
96795,5018,OXA1L,69089.0,OXA1L mitochondrial inner membrane protein,Q15070,"Protein import, sorting and homeostasis > Protein import and sorting > OXA | Mitochondrial central dogma > Translation",14.278,2.0,chr14,True,Mitochondrion inner membrane,MIM
96796,91137,SLC25A46,67453.0,solute carrier family 25 member 46,Q96AG3,Small molecule transport > SLC25A family | Mitochondrial dynamics and surveillance > Fission | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions,14.2347,,chr5,True,Mitochondrion outer membrane,NUC
96797,57665,RDH14,105014.0,retinol dehydrogenase 14,Q9HBH5,Metabolism > Vitamin metabolism > Vitamin A metabolism,14.212,,chr2,True,,NUC
96798,9556,ATP5MPL,70257.0,ATP synthase membrane subunit 6.8PL,P56378,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,14.159,,chr14,True,Mitochondrion membrane,NUC
96799,11238,CA5B,56078.0,carbonic anhydrase 5B,Q9Y2D0,Metabolism > Amino acid metabolism > Urea cycle,14.1358,2.0,chrX,True,Mitochondrion,NUC
96800,80347,COASY,71743.0,Coenzyme A synthase,Q13057,Metabolism > Metals and cofactors > Coenzyme A metabolism,14.1358,2.0,chr17,True,"Cytoplasm, cytosol",NUC
96801,284106,CISD3,217149.0,CDGSH iron sulfur domain 3,P0C7P0,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins,14.1358,2.0,chr17,True,Mitochondrion,NUC
96802,2954,GSTZ1,14874.0,glutathione S-transferase zeta 1,O43708,Metabolism > Detoxification > Xenobiotic metabolism,14.1262,4.0,chr14,True,Cytoplasm,NUC
96803,125965,COX6B2,333182.0,cytochrome c oxidase subunit 6B2,Q6YFQ2,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,14.0781,,chr19,True,Mitochondrion inner membrane,MIM
96804,51031,GLOD4,67201.0,glyoxalase domain containing 4,Q9HC38,0,14.0669,1.0,chr17,True,Mitochondrion,NUC
96805,30,ACAA1,235674.0,acetyl-CoA acyltransferase 1,P09110,Metabolism > Lipid metabolism,14.0449,5.0,chr3,True,Peroxisome,NUC
96806,54677,CROT,74114.0,carnitine O-octanoyltransferase,Q9UKG9,Metabolism > Lipid metabolism > Fatty acid oxidation,14.0373,,chr7,True,Peroxisome,NUC
96807,64146,PDF,68023.0,"peptide deformylase, mitochondrial",Q9HBH1,"Mitochondrial central dogma > Translation > fMet processing | Protein import, sorting and homeostasis > Protein homeostasis",14.0367,,chr16,True,Mitochondrion,NUC
96808,90639,COX19,68033.0,cytochrome c oxidase assembly factor COX19,Q49B96,OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Copper metabolism | OXPHOS > OXPHOS assembly factors,13.9987,,chr7,True,"Cytoplasm, cytosol",NUC
96809,275,AMT,434437.0,aminomethyltransferase,P48728,Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Amino acid metabolism > Glycine cleavage system | Metabolism > Vitamin metabolism > Folate and 1-C metabolism,13.9633,1.0,chr3,True,Mitochondrion,NUC
96810,55066,PDPR,319518.0,pyruvate dehydrogenase phosphatase regulatory subunit,Q8NCN5,Metabolism > Carbohydrate metabolism > Pyruvate metabolism,13.9633,1.0,chr16,True,Mitochondrion matrix,NUC
96811,57486,NLN,75805.0,neurolysin,Q9BYT8,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases",13.9633,1.0,chr5,True,Mitochondrion intermembrane space,NUC
96812,51027,BOLA1,69168.0,bolA family member 1,Q9Y3E2,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins,13.9219,5.0,chr1,True,Mitochondrion,NUC
96813,212,ALAS2,11656.0,5'-aminolevulinate synthase 2,P22557,Metabolism > Metals and cofactors > Heme synthesis and processing,13.85,5.0,chrX,True,Mitochondrion inner membrane,MIM
96814,134266,GRPEL2,17714.0,"GrpE like 2, mitochondrial",Q8TAA5,"Protein import, sorting and homeostasis > Protein import and sorting > Import motor | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis",13.8497,1.0,chr5,True,Mitochondrion matrix,NUC
96815,501,ALDH7A1,110695.0,aldehyde dehydrogenase 7 family member A1,P49419,Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Metabolism > Detoxification > ROS and glutathione metabolism,13.8432,2.0,chr5,True,Mitochondrion,NUC
96816,27440,HDHD5,214932.0,haloacid dehalogenase like hydrolase domain containing 5,Q9BXW7,0,13.8432,2.0,chr22,True,,NUC
96817,2671,GFER,11692.0,"growth factor, augmenter of liver regeneration",P55789,"Protein import, sorting and homeostasis > Protein import and sorting > MIA40",13.8041,,chr16,True,Mitochondrion intermembrane space,NUC
96818,83943,IMMP2L,93757.0,inner mitochondrial membrane peptidase subunit 2,Q96T52,"Protein import, sorting and homeostasis > Protein import and sorting > Preprotein cleavage | Protein import, sorting and homeostasis > Protein homeostasis > Proteases",13.8041,,chr7,True,Mitochondrion inner membrane,MIM
96819,84701,COX4I2,84682.0,cytochrome c oxidase subunit 4I2,Q96KJ9,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,13.7961,3.0,chr20,True,Mitochondrion inner membrane,MIM
96820,54148,MRPL39,27393.0,mitochondrial ribosomal protein L39,Q9NYK5,Mitochondrial central dogma > Translation > Mitochondrial ribosome,13.7805,3.0,chr21,True,Mitochondrion,NUC
96821,51166,AADAT,23923.0,aminoadipate aminotransferase,Q8N5Z0,Metabolism > Amino acid metabolism > Lysine metabolism,13.7676,3.0,chr4,True,Mitochondrion,NUC
96822,65991,FUNDC2,67391.0,FUN14 domain containing 2,Q9BWH2,Mitochondrial dynamics and surveillance > Organelle contact sites | Signaling,13.7634,4.0,chrX,True,Mitochondrion outer membrane,NUC
96823,10434,LYPLA1,18777.0,lysophospholipase 1,O75608,Metabolism > Lipid metabolism | Signaling,13.7631,4.0,chr8,True,Cytoplasm,NUC
96824,5161,PDHA2,,pyruvate dehydrogenase E1 subunit alpha 2,P29803,Metabolism > Carbohydrate metabolism > Pyruvate metabolism,13.7592,1.0,chr4,True,Mitochondrion matrix,NUC
96825,54516,MTRF1L,108853.0,mitochondrial translational release factor 1 like,Q9UGC7,Mitochondrial central dogma > Translation > Translation factors,13.7285,1.0,chr6,True,Mitochondrion,NUC
96826,84705,GTPBP3,70359.0,"GTP binding protein 3, mitochondrial",Q969Y2,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Metabolism > Vitamin metabolism > Folate and 1-C metabolism,13.7285,1.0,chr19,True,Mitochondrion,NUC
96827,441024,MTHFD2L,665563.0,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like,Q9H903,Metabolism > Vitamin metabolism > Folate and 1-C metabolism,13.7285,1.0,chr4,True,Mitochondrion inner membrane,MIM
96828,10730,YME1L1,27377.0,YME1 like 1 ATPase,Q96TA2,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases",13.7265,5.0,chr10,True,Mitochondrion inner membrane,MIM
96829,10965,ACOT2,171210.0,acyl-CoA thioesterase 2,P49753,Metabolism > Lipid metabolism,13.6365,4.0,chr14,True,Mitochondrion,NUC
96830,84334,COA8,68020.0,cytochrome c oxidase assembly factor 8,Q96IL0,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,13.5535,2.0,chr14,True,Mitochondrion inner membrane,MIM
96831,326625,MMAB,77697.0,metabolism of cobalamin associated B,Q96EY8,Metabolism > Vitamin metabolism > Vitamin B12 metabolism,13.5461,2.0,chr12,True,Mitochondrion,NUC
96832,5498,PPOX,19044.0,protoporphyrinogen oxidase,P50336,Metabolism > Metals and cofactors > Heme synthesis and processing,13.5423,4.0,chr1,True,Mitochondrion inner membrane,MIM
96833,5825,ABCD3,19299.0,ATP binding cassette subfamily D member 3,P28288,Small molecule transport > ABC transporters,13.5303,2.0,chr1,True,Peroxisome membrane,NUC
96834,23410,SIRT3,64384.0,sirtuin 3,Q9NTG7,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism | Signaling,13.5038,4.0,chr11,True,Mitochondrion matrix,NUC
96835,197257,LDHD,52815.0,lactate dehydrogenase D,Q86WU2,Metabolism > Carbohydrate metabolism,13.493,5.0,chr16,True,Mitochondrion,NUC
96836,84311,MRPL45,67036.0,mitochondrial ribosomal protein L45,B4DEF8,Mitochondrial central dogma > Translation > Mitochondrial ribosome,13.4907,4.0,chr17,True,Mitochondrion,NUC
96837,91574,C12orf65,72650.0,chromosome 12 open reading frame 65,Q9H3J6,Mitochondrial central dogma > Translation > Translation factors,13.4869,,chr12,True,Mitochondrion,NUC
96838,196294,IMMP1L,66541.0,inner mitochondrial membrane peptidase subunit 1,Q96LU5,"Protein import, sorting and homeostasis > Protein import and sorting > Preprotein cleavage | Protein import, sorting and homeostasis > Protein homeostasis > Proteases",13.4869,,chr11,True,Mitochondrion inner membrane,MIM
96839,5428,POLG,18975.0,"DNA polymerase gamma, catalytic subunit",P54098,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid | Mitochondrial central dogma > mtDNA maintenance > mtDNA repair,13.4692,2.0,chr15,True,Mitochondrion,NUC
96840,64756,ATPAF1,230649.0,ATP synthase mitochondrial F1 complex assembly factor 1,Q5TC12,OXPHOS > Complex V > CV assembly factors | OXPHOS > OXPHOS assembly factors,13.4272,,chr1,True,Mitochondrion inner membrane,MIM
96841,2647,BLOC1S1,14533.0,biogenesis of lysosomal organelles complex 1 subunit 1,P78537,Signaling,13.397,4.0,chr12,True,Mitochondrion intermembrane space,NUC
96842,160428,ALDH1L2,216188.0,aldehyde dehydrogenase 1 family member L2,Q3SY69,Metabolism > Vitamin metabolism > Folate and 1-C metabolism,13.3962,2.0,chr12,True,Mitochondrion,NUC
96843,285521,COX18,231430.0,cytochrome c oxidase assembly factor COX18,Q8N8Q8,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,13.3581,2.0,chr4,True,Mitochondrion inner membrane,MIM
96844,1371,CPOX,12892.0,coproporphyrinogen oxidase,P36551,Metabolism > Metals and cofactors > Heme synthesis and processing,13.3434,,chr3,True,Mitochondrion intermembrane space,NUC
96845,23530,NNT,18115.0,nicotinamide nucleotide transhydrogenase,Q13423,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,13.3432,5.0,chr5,True,Mitochondrion inner membrane,MIM
96846,284184,NDUFAF8,208501.0,NADH:ubiquinone oxidoreductase complex assembly factor 8,A1L188,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,13.3169,2.0,chr17,True,Mitochondrion,NUC
96847,91419,ATP23,68876.0,ATP23 metallopeptidase and ATP synthase assembly factor homolog,Q9Y6H3,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases",13.312,,chr12,True,,NUC
96848,79877,DCAKD,68087.0,dephospho-CoA kinase domain containing,Q8WVC6,0,13.3108,,chr17,True,,NUC
96849,9551,ATP5MF,57423.0,ATP synthase membrane subunit f,P56134,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,13.2425,,chr7,True,Mitochondrion,NUC
96850,81855,SFXN3,94280.0,sideroflexin 3,Q9BWM7,Metabolism > Amino acid metabolism > Serine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Small molecule transport > Sideroflexins,13.201,,chr10,True,Mitochondrion membrane,NUC
96851,10157,AASS,30956.0,aminoadipate-semialdehyde synthase,Q9UDR5,Metabolism > Amino acid metabolism > Lysine metabolism,13.1893,3.0,chr7,True,Mitochondrion,NUC
96852,56616,DIABLO,66593.0,diablo IAP-binding mitochondrial protein,Q9NR28,Mitochondrial dynamics and surveillance > Apoptosis,13.1755,1.0,chr12,True,Mitochondrion,NUC
96853,341947,COX8C,75483.0,cytochrome c oxidase subunit 8C,Q7Z4L0,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,13.1755,1.0,chr14,True,Mitochondrion inner membrane,MIM
96854,5827,PXMP2,19301.0,peroxisomal membrane protein 2,Q9NR77,0,13.1014,2.0,chr12,True,Peroxisome membrane,NUC
96855,64902,AGXT2,268782.0,alanine--glyoxylate aminotransferase 2,Q9BYV1,Metabolism > Amino acid metabolism > Glyoxylate metabolism,13.0867,4.0,chr5,True,Mitochondrion,NUC
96856,27165,GLS2,216456.0,glutaminase 2,Q9UI32,Metabolism > Amino acid metabolism > Glutamate metabolism,13.0829,3.0,chr12,True,Mitochondrion,NUC
96857,79135,APOO,68316.0,apolipoprotein O,Q9BUR5,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex,13.0784,4.0,chrX,True,Mitochondrion inner membrane,MIM
96858,84129,ACAD11,102632.0,acyl-CoA dehydrogenase family member 11,Q709F0,Metabolism > Lipid metabolism > Fatty acid oxidation,13.0669,,chr3,True,Peroxisome,NUC
96859,401207,C5orf63,77422.0,chromosome 5 open reading frame 63,A6NC05,0,13.0459,1.0,chr5,True,,NUC
96860,112817,HOGA1,67432.0,4-hydroxy-2-oxoglutarate aldolase 1,Q86XE5,Metabolism > Amino acid metabolism > Glyoxylate metabolism,13.0192,2.0,chr10,True,Mitochondrion,NUC
96861,54902,TTC19,72795.0,tetratricopeptide repeat domain 19,Q6DKK2,OXPHOS > Complex III > CIII assembly factors | OXPHOS > OXPHOS assembly factors,13.0076,1.0,chr17,True,Mitochondrion inner membrane,MIM
96862,51335,NGRN,83485.0,"neugrin, neurite outgrowth associated",Q9NPE2,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,12.9259,5.0,chr15,True,Nucleus,NUC
96863,285343,TCAIM,382117.0,"T cell activation inhibitor, mitochondrial",Q8N3R3,0,12.9201,3.0,chr3,True,Mitochondrion,NUC
96864,2653,GCSH,68133.0,glycine cleavage system protein H,P23434,Metabolism > Lipid metabolism > Lipoate insertion | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Amino acid metabolism > Glycine cleavage system,12.8668,2.0,chr16,True,Mitochondrion,NUC
96865,23408,SIRT5,68346.0,sirtuin 5,Q9NXA8,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,12.8138,4.0,chr6,True,Mitochondrion matrix,NUC
96866,84706,GPT2,108682.0,glutamic--pyruvic transaminase 2,Q8TD30,Metabolism > Amino acid metabolism > Glutamate metabolism,12.7592,2.0,chr16,True,,NUC
96867,100188893,TOMM6,66119.0,translocase of outer mitochondrial membrane 6,Q96B49,"Protein import, sorting and homeostasis > Protein import and sorting > TOM",12.7538,,chr6,True,Mitochondrion outer membrane,NUC
96868,26355,FAM162A,70186.0,family with sequence similarity 162 member A,Q96A26,0,12.731,3.0,chr3,True,Mitochondrion membrane,NUC
96869,10058,ABCB6,74104.0,ATP binding cassette subfamily B member 6 (Langereis blood group),Q9NP58,Metabolism > Metals and cofactors > Heme synthesis and processing | Small molecule transport > ABC transporters,12.7169,,chr2,True,Cell membrane,NUC
96870,28992,MACROD1,107227.0,mono-ADP ribosylhydrolase 1,Q9BQ69,Signaling,12.6904,1.0,chr11,True,Nucleus,NUC
96871,7263,TST,22117.0,thiosulfate sulfurtransferase,Q16762,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Sulfur metabolism,12.6585,,chr22,True,Mitochondrion,NUC
96872,4512,MT-CO1,17708.0,cytochrome c oxidase subunit I,P00395,OXPHOS > Complex IV > CIV subunits | Metabolism > Metals and cofactors > Heme-containing proteins | OXPHOS > OXPHOS subunits,12.6275,,chrM,True,Mitochondrion inner membrane,MIM
96873,56181,MTFR1L,76824.0,mitochondrial fission regulator 1 like,Q9H019,0,12.5802,,chr1,True,Mitochondrion outer membrane,NUC
96874,56948,SDR39U1,654795.0,short chain dehydrogenase/reductase family 39U member 1,Q9NRG7,0,12.5742,4.0,chr14,True,,NUC
96875,29958,DMGDH,74129.0,dimethylglycine dehydrogenase,Q9UI17,Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism,12.558,2.0,chr5,True,Mitochondrion,NUC
96876,9016,SLC25A14,20523.0,solute carrier family 25 member 14,O95258,Metabolism > Sulfur metabolism | Small molecule transport > SLC25A family,12.5484,,chrX,True,Mitochondrion inner membrane,MIM
96877,10650,PRELID3A,225655.0,PRELI domain containing 3A,Q96N28,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism,12.5484,,chr18,True,Mitochondrion,NUC
96878,84269,CHCHD5,66170.0,coiled-coil-helix-coiled-coil-helix domain containing 5,Q9BSY4,0,12.309,,chr2,True,Mitochondrion intermembrane space,NUC
96879,9868,TOMM70,28185.0,translocase of outer mitochondrial membrane 70,O94826,"Protein import, sorting and homeostasis > Protein import and sorting > TOM",12.3028,,chr3,True,Mitochondrion outer membrane,NUC
96880,4817,NIT1,27045.0,nitrilase 1,Q86X76,Metabolism > Detoxification > ROS and glutathione metabolism,12.2585,3.0,chr1,True,Mitochondrion,NUC
96881,81889,FAHD1,68636.0,fumarylacetoacetate hydrolase domain containing 1,Q6P587,Metabolism > Carbohydrate metabolism > TCA-associated,12.2255,5.0,chr16,True,Mitochondrion,NUC
96882,90550,MCU,215999.0,mitochondrial calcium uniporter,Q8NE86,Signaling > Calcium homeostasis > Calcium cycle | Small molecule transport > Calcium uniporter,12.1476,4.0,chr10,True,Mitochondrion inner membrane,MIM
96883,1593,CYP27A1,104086.0,cytochrome P450 family 27 subfamily A member 1,Q02318,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins",12.0912,1.0,chr2,True,Mitochondrion inner membrane,MIM
96884,4536,MT-ND2,17717.0,MTND2,P03891,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,12.0861,,chrM,True,Mitochondrion inner membrane,MIM
96885,4538,MT-ND4,17719.0,"NADH dehydrogenase, subunit 4 (complex I)",P03905,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,12.0861,,chrM,True,Mitochondrion inner membrane,MIM
96886,4540,MT-ND5,17721.0,"NADH dehydrogenase, subunit 5 (complex I)",P03915,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,12.0861,,chrM,True,Mitochondrion inner membrane,MIM
96888,79675,FASTKD1,320720.0,FAST kinase domains 1,Q53R41,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,12.021,5.0,chr2,True,Mitochondrion,NUC
96889,10240,MRPS31,57312.0,mitochondrial ribosomal protein S31,Q92665,Mitochondrial central dogma > Translation > Mitochondrial ribosome,11.9827,2.0,chr13,True,Mitochondrion,NUC
96890,10840,ALDH1L1,107747.0,aldehyde dehydrogenase 1 family member L1,O75891,Metabolism > Vitamin metabolism > Folate and 1-C metabolism,11.9576,,chr3,True,"Cytoplasm, cytosol",NUC
96891,26024,PTCD1,71799.0,pentatricopeptide repeat domain 1,O75127,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules,11.8591,1.0,chr7,True,Mitochondrion,NUC
96892,3032,HADHB,231086.0,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta,P55084,Metabolism > Carbohydrate metabolism > Ketone metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Lysine metabolism,11.8128,3.0,chr2,True,Mitochondrion,NUC
96893,54802,TRIT1,66966.0,tRNA isopentenyltransferase 1,Q9H3H1,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,11.7935,3.0,chr1,True,Mitochondrion,NUC
96894,54675,CRLS1,66586.0,cardiolipin synthase 1,Q9UJA2,Metabolism > Lipid metabolism > Cardiolipin synthesis,11.7412,2.0,chr20,True,Mitochondrion inner membrane,MIM
96895,132158,GLYCTK,235582.0,glycerate kinase,Q8IVS8,Metabolism > Carbohydrate metabolism,11.7394,1.0,chr3,True,Mitochondrion matrix,NUC
96896,81034,SLC25A32,69906.0,solute carrier family 25 member 32,Q9H2D1,Metabolism > Vitamin metabolism > Vitamin B2 metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Small molecule transport > SLC25A family,11.7161,3.0,chr8,True,Mitochondrion inner membrane,MIM
96897,57505,AARS2,224805.0,"alanyl-tRNA synthetase 2, mitochondrial",Q5JTZ9,Mitochondrial central dogma > Translation > mt-tRNA synthetases,11.6455,1.0,chr6,True,Mitochondrion,NUC
96898,9941,EXOG,208194.0,exo/endonuclease G,Q9Y2C4,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA repair | Mitochondrial central dogma > mtDNA maintenance > mtDNA stability and decay,11.6272,2.0,chr3,True,Mitochondrion inner membrane,MIM
96899,51142,CHCHD2,14004.0,coiled-coil-helix-coiled-coil-helix domain containing 2,Q9Y6H1,Mitochondrial dynamics and surveillance > Apoptosis,11.6049,2.0,chr7,True,Nucleus,NUC
96900,8564,KMO,98256.0,kynurenine 3-monooxygenase,O15229,Metabolism > Amino acid metabolism > Kynurenine metabolism | Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,11.6003,,chr1,True,Mitochondrion outer membrane,NUC
96901,94097,SFXN5,94282.0,sideroflexin 5,Q8TD22,Metabolism > Carbohydrate metabolism > TCA-associated | Small molecule transport > Sideroflexins,11.5852,,chr2,True,Mitochondrion inner membrane,MIM
96902,60528,ELAC2,68626.0,elaC ribonuclease Z 2,Q9BQ52,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing,11.57,2.0,chr17,True,Mitochondrion,NUC
96903,2876,GPX1,14775.0,glutathione peroxidase 1,P07203,Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins,11.5396,3.0,chr3,True,Cytoplasm,NUC
96904,1375,CPT1B,12895.0,carnitine palmitoyltransferase 1B,Q92523,Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle,11.4641,,chr22,True,Mitochondrion outer membrane,NUC
96905,51024,FIS1,66437.0,"fission, mitochondrial 1",Q9Y3D6,Mitochondrial dynamics and surveillance > Fission,11.3989,,chr7,True,Mitochondrion outer membrane,NUC
96906,27166,PRELID1,66494.0,PRELI domain containing 1,Q9Y255,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism,11.381,3.0,chr5,True,Mitochondrion,NUC
96907,7352,UCP3,22229.0,uncoupling protein 3,P55916,Small molecule transport > SLC25A family,11.3472,,chr11,True,Mitochondrion inner membrane,MIM
96908,9481,SLC25A27,74011.0,solute carrier family 25 member 27,O95847,Small molecule transport > SLC25A family,11.3472,,chr6,True,Mitochondrion inner membrane,MIM
96909,55972,SLC25A40,319653.0,solute carrier family 25 member 40,Q8TBP6,Small molecule transport > SLC25A family,11.3472,,chr7,True,Mitochondrion inner membrane,MIM
96910,79085,SLC25A23,66972.0,solute carrier family 25 member 23,Q9BV35,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family,11.3472,,chr19,True,Mitochondrion inner membrane,MIM
96911,51409,HEMK1,69536.0,HemK methyltransferase family member 1,Q9Y5R4,Mitochondrial central dogma > Translation > Translation factors,11.3146,2.0,chr3,True,Mitochondrion,NUC
96912,55186,SLC25A36,192287.0,solute carrier family 25 member 36,Q96CQ1,Metabolism > Nucleotide metabolism > Nucleotide import | Small molecule transport > SLC25A family,11.232,,chr3,True,Mitochondrion inner membrane,MIM
96913,115209,OMA1,67013.0,OMA1 zinc metallopeptidase,Q96E52,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Fusion | Mitochondrial dynamics and surveillance > Fission",11.2236,1.0,chr1,True,Mitochondrion inner membrane,MIM
96914,137994,LETM2,270035.0,leucine zipper and EF-hand containing transmembrane protein 2,Q2VYF4,0,11.1783,2.0,chr8,True,Mitochondrion inner membrane,MIM
96915,115817,DHRS1,52585.0,dehydrogenase/reductase 1,Q96LJ7,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis",11.1569,5.0,chr14,True,Endoplasmic reticulum,NUC
96916,2040,STOM,13830.0,stomatin,P27105,0,11.0325,,chr9,True,Cell membrane,NUC
96917,29081,METTL5,75422.0,methyltransferase like 5,Q9NRN9,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,10.934,,chr2,True,Nucleus,NUC
96918,4482,MSRA,110265.0,methionine sulfoxide reductase A,Q9UJ68,Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Sulfur metabolism,10.9177,5.0,chr8,True,Mitochondrion,NUC
96919,254552,NUDT8,66387.0,nudix hydrolase 8,Q8WV74,Metabolism > Metals and cofactors > Coenzyme A metabolism,10.9177,5.0,chr11,True,Mitochondrion,NUC
96920,349565,NMNAT3,74080.0,nicotinamide nucleotide adenylyltransferase 3,Q96T66,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,10.9177,5.0,chr3,True,Mitochondrion,NUC
96921,54977,SLC25A38,208638.0,solute carrier family 25 member 38,Q96DW6,Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Small molecule transport > SLC25A family,10.897,,chr3,True,Mitochondrion inner membrane,MIM
96922,84769,MPV17L2,234384.0,MPV17 mitochondrial inner membrane protein like 2,Q567V2,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,10.8917,3.0,chr19,True,Membrane,NUC
96923,47,ACLY,104112.0,ATP citrate lyase,P53396,Metabolism > Carbohydrate metabolism > TCA-associated,10.8771,,chr17,True,"Cytoplasm, cytosol",NUC
96924,225,ABCD2,26874.0,ATP binding cassette subfamily D member 2,Q9UBJ2,Small molecule transport > ABC transporters,10.8757,3.0,chr12,True,Peroxisome membrane,NUC
96925,80308,FLAD1,319945.0,flavin adenine dinucleotide synthetase 1,Q8NFF5,Metabolism > Vitamin metabolism > Vitamin B2 metabolism,10.8723,2.0,chr1,True,Nucleus,NUC
97009,51651,PTRH2,217057.0,peptidyl-tRNA hydrolase 2,Q9Y3E5,0,8.5962,,chr17,True,Mitochondrion outer membrane,NUC
96926,51601,LIPT1,623661.0,lipoyltransferase 1,Q9Y234,Metabolism > Lipid metabolism > Lipoate insertion,10.853,,chr2,True,Mitochondrion,NUC
96927,80017,DGLUCY,217830.0,D-glutamate cyclase,Q7Z3D6,Metabolism > Amino acid metabolism,10.8,2.0,chr14,True,Mitochondrion matrix,NUC
96928,5106,PCK2,74551.0,"phosphoenolpyruvate carboxykinase 2, mitochondrial",Q16822,Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > TCA-associated,10.7634,3.0,chr14,True,Mitochondrion,NUC
